timeStep,score
0,15.128439936090109
10,17.836674302058942
20,16.74007436265324
30,14.32053504267636
40,13.73778013368664
50,13.597523491344834
60,15.771229145571986
70,13.972821933755933
80,13.185187422405502
90,14.367458509299741
100,12.007986076696865
110,13.362170558090344
120,13.82728630336897
130,12.731343332899648
140,12.17026695576504
150,13.473012320029678
160,13.786360125325045
170,12.971452667042959
180,13.911387187509932
190,14.817958922582436
200,14.344533770518494
210,15.297599819165336
220,13.441793931288734
230,12.462770190387646
240,12.01817772427736
250,11.94433755954682
260,11.895369760567958
270,14.964245764431926
280,14.236673893586985
290,13.699696467314368
300,15.57396158112001
310,13.636145519912276
320,12.381078902462558
330,13.74889990664851
340,13.575576732645484
350,13.436948406245083
360,14.634372009249251
370,11.891894782532331
380,14.260256614146881
390,14.204751567303308
400,11.8497643600917
410,9.143019684090985
420,10.350627738630001
430,10.506912297500289
440,11.274186299362126
450,11.272273513220707
460,10.872646119657665
470,11.557817033479143
480,13.307921646238837
490,13.899325283754052
500,13.825224276911344
510,12.541730740579823
520,11.674176351688457
530,12.845863840172983
540,11.724307443480052
550,10.6303302312582
560,11.87486327845946
570,10.581240031603553
580,10.27193035828917
590,11.168681531866522
600,10.851237041566328
610,9.905208603247965
620,10.782970067709847
630,11.711601222229914
640,11.99203882916575
650,12.132338756275242
660,10.853198935819188
670,11.710898723311168
680,11.29095813239112
690,10.758979060665286
700,10.550751686320964
710,9.528597281871972
720,8.873738101354752
730,9.405607400774324
740,8.852272106449325
750,8.861772499190081
760,9.542711388337462
770,9.897320824662962
780,9.772614991971068
790,10.362372539140619
800,12.025771469823079
810,10.704563163482634
820,10.963629583943963
830,11.747064865607161
840,11.993895779601612
850,10.98957533844814
860,13.294633246450847
870,13.563838602041917
880,13.869592415016044
890,12.493518920653477
900,12.035000032569323
910,10.053103573018019
920,12.367164084212035
930,11.136799557807821
940,10.51293934002157
950,10.833309784385342
960,10.059622653030504
970,10.904106250573811
980,10.800371484487556
990,10.42784813390183
1000,10.89414711033356
1010,10.615180398220172
1020,10.68858505987986
1030,11.641679860713412
1040,11.120065577542144
1050,10.308538995235425
1060,9.607411870940894
1070,10.196090221888632
1080,10.236265239224672
1090,10.329684464087359
1100,10.176710479262237
1110,9.987016195611258
1120,9.968536448806141
1130,9.431745874111156
1140,9.502535798378613
1150,9.483310468119555
1160,11.124834774993392
1170,10.671098426229348
1180,10.286528561133144
1190,10.54872949014287
1200,10.312080430708068
1210,10.285000843386841
1220,9.867007683936535
1230,11.245924888382616
1240,10.582338123672278
1250,11.229433751905638
1260,11.219595375508083
1270,11.072826486935414
1280,11.28074331885155
1290,10.9473667273616
1300,10.131427034446121
1310,10.272703666544409
1320,10.710247430463047
1330,10.02474724597209
1340,11.086416483690554
1350,10.266216889175341
1360,9.644635239731507
1370,9.103727259230636
1380,9.591599412353075
1390,9.168220318900577
1400,9.88693626250508
1410,9.93630554002252
1420,9.28436223203234
1430,8.815882572407345
1440,8.921811741673174
1450,8.760532347037023
1460,8.354323676850994
1470,8.767300137027652
1480,8.955283440916748
1490,8.96750608203398
1500,8.893239959335459
1510,8.893239959335459
1520,8.882607265233938
1530,9.548296218055741
1540,9.472398097278159
1550,9.94452310602503
1560,9.97501756442607
1570,10.14296531139218
1580,9.625733672560091
1590,9.551802684509063
1600,9.551802684509063
1610,9.97094982488702
1620,9.977950884216655
1630,9.987721006973166
1640,9.987721006973166
1650,10.035744731224424
1660,9.93542043943413
1670,9.931215862401164
1680,9.783749765311606
1690,9.688293980733777
1700,9.553424639007421
1710,9.76764547338408
1720,9.984823571281346
1730,9.083648315929379
1740,8.865698099857658
1750,8.854898135915002
1760,8.584301895465405
1770,8.581520827269548
1780,8.56278985782397
1790,8.577127150280758
1800,8.577127150280758
1810,8.58884085275077
1820,8.729198347238802
1830,8.663293111604252
1840,8.631969361165854
1850,9.019706866777385
1860,9.224916080723133
1870,8.819313662844676
1880,8.836025385423365
1890,8.781369668520263
1900,8.90456704943255
1910,8.611664838570848
1920,8.602954667749358
1930,8.602954667749358
1940,8.873909063067998
1950,8.823852152088447
1960,9.148847168054576
1970,9.148847168054576
1980,9.159532939861096
1990,8.689973584971371
2000,8.334157822027407
2010,8.147362171916612
2020,8.147362171916612
2030,8.532091024916234
2040,8.375539691652559
2050,8.35286415515695
2060,8.35955674868029
2070,8.4241424955943
2080,8.56762210315687
2090,8.139438161698646
2100,8.117353031138222
2110,8.123595488120921
2120,8.357277673230868
2130,8.412271409253465
2140,8.10873372887233
2150,8.10873372887233
2160,8.100044223244069
2170,7.703601929117002
2180,7.644823369496071
2190,7.495268690344861
2200,7.495268690344861
2210,7.495268690344861
2220,7.580744467111368
2230,7.587901085091306
2240,7.5868892517021465
2250,7.53034103991448
2260,7.49525017080931
2270,7.49525017080931
2280,7.49525017080931
2290,7.49525017080931
2300,7.826741103678914
2310,7.842977262422826
2320,7.667029530717297
2330,7.57463051194079
2340,7.582549646243319
2350,7.684875556239581
2360,7.659467729792597
2370,7.650977942334629
2380,7.751784514581877
2390,7.751784514581877
2400,7.831216037448959
2410,7.759059229376601
2420,7.961490044639506
2430,7.92452632405586
2440,7.887847799239002
2450,7.883613405714206
2460,7.923110191136937
2470,7.923110191136937
2480,7.923110191136937
2490,7.871279799206571
2500,7.96523571724522
2510,7.860501678596514
2520,7.860501678596514
2530,7.828930270134072
2540,7.81478682852339
2550,7.861998254968788
2560,7.915035096546362
2570,7.883087142695026
2580,7.898591939491534
2590,7.898591939491534
2600,7.898591939491534
2610,7.898591939491534
2620,7.898591939491534
2630,7.859095154068803
2640,7.930868624712786
2650,7.830545986399324
2660,7.830545986399324
2670,7.830545986399324
2680,7.893921092836231
2690,7.901600668523033
2700,8.103741044616154
